"","Accession","Seed color","Tipburn","Height (cm)","Bolting time (days)","Leaf color","Leaf shape","Leaf margin","Leaf wrinkle","Leaf thickness","Twisted vein","Leaf blister","Degree of heading","Damaged leaf"
"1024",1024,"white","NA","115","63","light green","oblong","serrate","smooth","thin","No","slight blister","closed heading","Yes"
"1025",1025,"white","NA","110","71","green","oblong","crenate","smooth","normal","No","slight blister","closed heading","Yes"
"1026",1026,"white","NA","130","63","light green","oblong","crenate","smooth","normal","No","slight blister","closed heading","Yes"
"1027",1027,"black","NA","110","85","green","oblong","entire","smooth","normal","No","slight blister","closed heading","Yes"
"1028",1028,"light brown","NA","105","71","green","oblong","crenate","smooth","normal","No","slight blister","closed heading","Yes"
"1029",1029,"white","NA","105","70","green","oblong","crenate","smooth","normal","No","slight blister","closed heading","Yes"
"1030",1030,"light brown","NA","120","54","green","oblong","crenate","smooth","thin","No","slight blister","closed heading","Yes"
"1031",1031,"white","NA","105","63","dark green","oblong","crenate","smooth","thin","No","slight blister","closed heading","Yes"
"1032",1032,"light brown","NA","NA","70","light purple","oblong","entire","slight wrinkle","normal","Yes","blister","closed heading","Yes"
"1033",1033,"white","NA","NA","NA","dark green","oblong","entire","smooth","normal","No","slight blister","closed heading","Yes"
"1034",1034,"light brown","NA","NA","63","green","oblong","entire","smooth","normal","No","slight blister","loose leaf","Yes"
"1035",1035,"light brown","NA","NA","49","green","oblong","entire","smooth","normal","No","slight blister","closed heading","Yes"
"1036",1036,"white","NA","NA","70","light green","oblong","crenate","smooth","normal","No","slight blister","closed heading","Yes"
"1037",1037,"white","NA","NA","58","dark green","oblong","entire","smooth","normal","No","slight blister","closed heading","Yes"
"1038",1038,"light brown","NA","NA","64","green","oblong","entire","smooth","normal","No","smooth","closed heading","Yes"
"1039",1039,"light brown","NA","NA","58","light green","oblong","entire","smooth","normal","No","slight blister","closed heading","Yes"
"1040",1040,"white","NA","170","54","dark green","lanceolate","entire","smooth","normal","No","smooth","loose leaf","No"
"1041",1041,"light brown","NA","165","54","light green","oblong","crenate","slight wrinkle","normal","No","slight blister","loose leaf","Yes"
"1042",1042,"black","NA","155","54","green","oblong","entire","smooth","normal","No","smooth","loose leaf","Yes"
"1043",1043,"light brown","NA","170","49","green","lanceolate","entire","slight wrinkle","normal","No","slight blister","loose leaf","Yes"
"1044",1044,"black","NA","187.5","49","green","lanceolate","entire","slight wrinkle","normal","No","slight blister","loose leaf","Yes"
"1045",1045,"light brown","NA","175","64","green","oblong","crenate","slight wrinkle","normal","No","slight blister","loose leaf","No"
"1046",1046,"white","NA","152.5","54","dark green","oblong","serrate","slight wrinkle","thick","No","smooth","loose leaf","No"
"1047",1047,"white","NA","160","54","dark green","oblong","crenate","slight wrinkle","normal","No","slight blister","loose leaf","No"
"1048",1048,"white","NA","170","64","dark green","oblong","serrate","slight wrinkle","normal","No","slight blister","loose leaf","Yes"
"1049",1049,"white","NA","170","64","dark green","oblong","serrate","slight wrinkle","normal","No","slight blister","loose leaf","No"
"1050",1050,"light brown","NA","165","49","green","oblong","crenate","smooth","normal","No","slight blister","loose leaf","No"
"1051",1051,"white","NA","145","49","green","lanceolate","serrate","slight wrinkle","normal","No","slight blister","loose leaf","Yes"
"1052",1052,"light brown","NA","165","49","light green","lanceolate","entire","slight wrinkle","normal","No","slight blister","loose leaf","No"
"1053",1053,"white","NA","140","54","dark green","oblong","serrate","smooth","normal","No","smooth","loose leaf","Yes"
"1054",1054,"light brown","NA","130","64","dark green","lanceolate","crenate","slight wrinkle","normal","No","slight blister","loose leaf","No"
